uniprot	pfam	start	stop	type
6012389	Q06179	PF10351	2185	2499	Family
6012897	Q06116	PF10351	1957	2401	Family
6012997	Q06179	PF10351	2481	2588	Family
6025497	P22936	PF01261	31	252	Domain
6097340	Q07660	PF10334	863	1075	Family
6098391	P53120	PF10337	9	439	Family
6099557	P53973	PF09757	456	702	Domain
6104727	Q03677	PF03079	3	156	Domain
6108242	P40994	PF00025	5	178	Domain
6109357	P39110	PF00025	3	187	Domain
6109926	P11076	PF00025	5	177	Domain
6116217	Q02804	PF00025	4	186	Domain
6121371	P20606	PF00025	10	190	Domain
6121387	P38116	PF00025	5	178	Domain
6123292	P19146	PF00025	5	177	Domain
6125890	P40956	PF01412	14	136	Domain
6126455	P35197	PF01412	11	125	Domain
6127802	P32572	PF01412	13	126	Domain
6133693	P40529	PF01412	8	126	Domain
6133711	Q04412	PF01412	170	292	Domain
6133784	P38682	PF01412	16	133	Domain
6147501	P00812	PF00491	13	329	Domain
6152006	P22768	PF00764	7	408	Family
6160165	Q04728	PF01960	33	441	Family
6192413	P38714	PF03485	71	150	Domain
6194209	Q05506	PF03485	33	114	Domain
6203190	Q03214	PF01388	187	275	Domain
6207006	P09547	PF01388	408	489	Domain
6220283	P39968	PF00514	407	446	Repeat
6221559	Q02821	PF00514	119	160	Repeat
6226037	P39968	PF00514	241	280	Repeat
6226626	Q02821	PF00514	162	202	Repeat
6227635	P39968	PF00514	77	114	Repeat
6228789	Q02821	PF00514	330	370	Repeat
6229109	P39968	PF00514	156	196	Repeat
6230664	Q02821	PF00514	246	286	Repeat
6232200	P39968	PF00514	197	237	Repeat
6234013	Q02821	PF00514	417	457	Repeat
6234217	Q02821	PF00514	372	412	Repeat
6236772	P39968	PF00514	282	321	Repeat
6239959	Q02821	PF00514	204	244	Repeat
6242060	Q02821	PF00514	288	328	Repeat
6247887	P39968	PF00514	115	155	Repeat
6251192	P39968	PF00514	322	363	Repeat
6267229	Q02821	PF16186	471	523	Family
6270189	P33204	PF05856	1	168	Family
6272328	Q02805	PF02752	232	395	Domain
6274284	Q12734	PF02752	638	928	Domain
6274674	P36117	PF02752	347	520	Domain
6274993	P53179	PF02752	259	393	Domain
6275086	P43602	PF02752	232	393	Domain
6275804	P53244	PF02752	332	475	Domain
6277127	P47029	PF02752	360	528	Domain
6277931	P33757	PF00339	143	283	Domain
6281954	Q02805	PF00339	112	218	Domain
6282972	P47029	PF00339	235	346	Domain
6283355	P43602	PF00339	38	218	Domain
6283754	P53179	PF00339	39	201	Domain
6285881	Q12154	PF02374	18	336	Domain
6314143	Q06541	PF04161	2	258	Family
6329900	P32447	PF04729	1	154	Family
6341839	P04076	PF14698	370	438	Domain
6389136	P49089	PF00733	381	547	Domain
6389173	Q04489	PF00733	411	524	Domain
6400669	P49090	PF00733	211	390	Domain
6401369	P49089	PF00733	211	388	Domain
6404941	P49090	PF00733	380	553	Domain
6406245	P07267	PF00026	90	404	Family
6407360	Q06325	PF00026	55	442	Family
6408396	P53057	PF00026	66	145	Family
6409845	P53379	PF00026	80	470	Family
6410398	P40583	PF00026	66	428	Family
6410731	Q3E740	PF00026	2	76	Family
6415337	P12630	PF00026	44	395	Family
6417980	Q12303	PF00026	62	396	Family
6418506	P32329	PF00026	82	477	Family
6433244	P0CX77	PF00710	34	228	Domain
6433334	P0CX79	PF00710	34	228	Domain
6434574	P38986	PF00710	55	247	Domain
6435548	P0CZ17	PF00710	34	228	Domain
6436886	P0CX78	PF00710	34	228	Domain
6446268	P0CX79	PF17763	248	356	Domain
6447477	P0CZ17	PF17763	248	356	Domain
6448280	P38986	PF17763	267	375	Domain
6449230	P0CX77	PF17763	248	356	Domain
6451565	P0CX78	PF17763	248	356	Domain
6503684	P16639	PF04377	165	313	Family
6506284	P16639	PF04376	18	115	Family
6509969	Q12527	PF10377	992	1172	Family
6511084	Q06628	PF10033	15	264	Family
6511406	P38270	PF10186	3	291	Family
6514109	Q03818	PF08614	61	143	Coiled-coil
6514140	Q12292	PF12744	163	412	Domain
6514161	P35193	PF12744	195	415	Domain
6517989	P25568	PF11700	20	514	Family
6519967	P46989	PF09451	6	267	Family
6520390	Q12092	PF18388	8	63	Domain
6521147	P53855	PF13329	784	921	Family
6521252	Q12421	PF09795	1	196	Family
6521478	P38862	PF16420	7	292	Domain
6524898	P38182	PF02991	13	116	Domain
6525381	P53855	PF09333	1489	1586	Family
6537189	P21672	PF03477	1	89	Domain
6538475	P21524	PF03477	1	89	Domain
6542321	P21264	PF02222	113	285	Family
6556304	P53312	PF08442	32	240	Domain
6575344	P08536	PF01747	170	387	Domain
6584299	P38077	PF00231	35	310	Domain
6587793	P18496	PF05176	24	279	Family
6595165	P00854	PF00119	39	253	Domain
6599005	P17255	PF00006	237	916	Domain
6599843	P00830	PF00006	170	388	Domain
6610156	P16140	PF00006	154	380	Domain
6618375	P07251	PF00006	186	409	Domain
6635812	P07251	PF00306	416	541	Domain
6643828	P17255	PF02874	28	90	Domain
6646056	P07251	PF02874	62	129	Domain
6665904	P00830	PF02874	46	113	Domain
6667132	P16140	PF02874	31	97	Domain
6669695	P17255	PF16886	106	228	Family
6688875	P32842	PF00137	21	80	Family
6689279	P25515	PF00137	15	74	Family
6692522	P32842	PF00137	99	158	Family
6693162	P25515	PF00137	91	150	Family
6696165	P23968	PF00137	146	205	Family
6698108	P61829	PF00137	10	72	Family
6698975	P23968	PF00137	62	121	Family
6701694	P32610	PF01813	14	208	Family
6709277	Q12165	PF02823	32	112	Domain
6715281	P81449	PF05680	1	93	Family
6716454	P21306	PF04627	2	51	Family
6719166	P39111	PF01990	8	112	Family
6719786	Q12233	PF04718	14	113	Family
6723345	P81450	PF04911	4	54	Family
6724078	P32453	PF06644	38	310	Family
6726795	P22135	PF07542	52	193	Family
6727143	P22136	PF12921	317	429	Family
6727693	Q3E824	PF11022	1	82	Family
6727856	P81451	PF11022	1	65	Family
6747463	Q06543	PF03029	8	255	Domain
6750275	P47122	PF03029	8	258	Domain
6751537	Q08726	PF03029	7	261	Domain
6766143	P53088	PF01171	69	263	Family
6774692	Q12349	PF10775	23	90	Family
6775288	Q3E7B6	PF05493	6	66	Family
6776369	P22108	PF09830	248	312	Family
6776876	P16550	PF09830	245	308	Family
6784182	P25355	PF09759	446	544	Domain
6795224	Q07879	PF03987	67	134	Domain
6795373	P40344	PF03987	173	235	Domain
6797192	P40344	PF10381	283	307	Domain
6797743	P40344	PF03986	2	152	Domain
6824903	Q12500	PF09794	9	401	Family
6827232	P46995	PF17907	76	117	Domain
6846502	P53065	PF02137	76	385	Family
6847901	P38150	PF00962	275	745	Domain
6848731	P15274	PF00962	355	761	Domain
6849990	P40361	PF00962	337	642	Domain
6852914	P40361	PF00962	716	827	Domain
6856205	P53909	PF00962	9	337	Domain
6861500	P34111	PF04182	107	175	Family
6918236	P15624	PF03483	103	268	Domain
6921166	P15624	PF03484	297	365	Domain
6930587	P38903	PF01603	277	711	Family
7095882	P25619	PF01036	36	276	Domain
7096265	P38079	PF01036	35	266	Domain
7096353	Q12117	PF01036	34	267	Domain
7103407	P53969	PF01103	150	483	Family
7127344	P14164	PF04684	7	731	Family
7130854	P40548	PF02179	74	158	Family
7131846	P53236	PF01426	368	486	Domain
7132857	P54784	PF01426	48	188	Domain
7135853	Q06488	PF01426	408	526	Domain
7136779	P53127	PF01426	121	258	Domain
7138063	P06701	PF01426	48	188	Domain
7150129	P50085	PF01145	59	241	Family
7158077	P40961	PF01145	30	220	Family
7176010	P35723	PF05529	1	139	Family
7176090	Q04210	PF05529	1	137	Family
7176306	Q07451	PF05529	1	140	Family
7179620	P39743	PF03114	6	247	Domain
7182259	P25343	PF03114	6	232	Domain
7187137	P40531	PF10455	27	299	Family
7187310	Q06523	PF10455	44	432	Family
7189283	P38717	PF16746	18	224	Domain
7206946	P32451	PF06968	268	365	Domain
7217788	P48558	PF01027	48	290	Family
7232448	Q12365	PF15272	218	385	Domain
7232474	Q12365	PF15271	10	170	Family
7265604	P53170	PF10436	79	244	Family
7267798	P40530	PF10436	55	212	Family
7269662	Q06338	PF13862	48	241	Family
7272970	P38326	PF07572	221	290	Family
7283022	P32839	PF08740	61	228	Domain
7288345	P25356	PF02138	1558	1839	Family
7303814	P35817	PF17035	527	589	Domain
7305055	Q07442	PF17035	515	582	Domain
7306628	P35189	PF17035	180	241	Domain
7311282	Q06224	PF10996	251	377	Domain
7365445	P37303	PF01212	16	303	Domain
7399253	P14736	PF10403	431	487	Domain
7399371	Q06665	PF10403	431	485	Domain
7401443	P14736	PF10405	551	625	Domain
7401758	Q06665	PF10405	564	648	Domain
7465952	P40055	PF08149	367	445	Domain
7479056	Q00955	PF02785	456	564	Domain
7483776	P11154	PF02785	359	467	Domain
7488234	P32528	PF02785	967	1072	Domain
7489531	P32327	PF02785	360	468	Domain
7490488	P32874	PF02785	524	632	Domain
7494033	P11154	PF00289	18	130	Domain
7497113	Q00955	PF00289	58	180	Domain
7498608	P32874	PF00289	134	256	Domain
7514088	P32327	PF00289	19	131	Domain
7514141	P32528	PF00289	632	741	Domain
7518020	Q00955	PF00364	701	767	Domain
7533618	P16451	PF00364	33	107	Domain
7533790	P12695	PF00364	35	109	Domain
7550858	P11154	PF00364	1101	1168	Domain
7551944	P19262	PF00364	74	147	Domain
7555097	P32327	PF00364	1102	1169	Domain
7555797	P32874	PF00364	770	836	Domain
7563088	P32528	PF00364	1758	1831	Domain
7587504	P47134	PF00653	20	114	Domain
7591726	P47134	PF00653	153	241	Domain
7601457	P35727	PF17324	1	110	Family
7602050	P43583	PF16507	511	1030	Family
7603361	P43583	PF16547	79	159	Domain
7630477	P38278	PF11968	125	335	Family
7632358	P32319	PF02012	533	544	Repeat
7648385	P39724	PF01722	34	111	Family
7648904	P53082	PF01722	6	114	Family
7649959	Q3E793	PF01722	28	104	Family
7664049	Q04660	PF08145	165	426	Domain
7667592	P53292	PF12298	133	303	Family
7669592	P42945	PF08146	1492	1637	Domain
8058996	P48445	PF02237	623	682	Domain
8066473	Q06005	PF03099	125	262	Domain
8072232	P48445	PF03099	386	553	Domain
8081220	P48445	PF09825	1	374	Family
8092936	P38748	PF07576	107	210	Family
8098811	P14737	PF00533	994	1109	Family
8099870	P47027	PF00533	1	76	Family
8100579	Q08387	PF00533	836	928	Family
8101004	P38850	PF00533	117	213	Family
8102379	P38850	PF00533	369	453	Family
8105122	Q12114	PF00533	166	249	Family
8106298	P38850	PF00533	261	352	Family
8106412	P38630	PF00533	153	230	Family
8110064	Q03254	PF00533	499	580	Family
8112669	Q08387	PF00533	681	767	Family
8113556	P47027	PF00533	111	207	Family
8114196	P12689	PF16589	162	248	Family
8116822	P47027	PF16589	323	417	Family
8117136	P53261	PF16589	357	448	Family
8117757	P11938	PF16589	123	207	Family
8120156	Q07457	PF08647	441	535	Family
8121814	P29056	PF07741	463	596	Family
8124186	P38805	PF04427	101	269	Domain
8124331	P38789	PF04427	34	341	Domain
8126284	Q08235	PF04427	38	224	Domain
8126612	P53941	PF04427	93	260	Domain
8126769	P36160	PF04427	35	236	Domain
8128120	Q12153	PF04427	34	341	Domain
8139895	Q12033	PF03097	4	356	Domain
8140871	P48582	PF03097	5	386	Domain
8143525	Q07442	PF00439	142	227	Domain
8144590	P53236	PF00439	18	100	Domain
8147369	Q02206	PF00439	66	146	Domain
8147899	Q02206	PF00439	200	280	Domain
8150504	P35817	PF00439	158	242	Domain
8150738	P35817	PF00439	321	409	Domain
8153445	Q06488	PF00439	22	108	Domain
8155177	P32597	PF00439	1261	1345	Domain
8156198	P53236	PF00439	244	330	Domain
8158058	P35177	PF00439	449	530	Domain
8158736	Q03330	PF00439	336	419	Domain
8159211	P22082	PF00439	1565	1643	Domain
8159637	Q07442	PF00439	326	414	Domain
8161609	Q07979	PF00439	29	122	Domain
8161948	Q06488	PF00439	282	370	Domain
8169277	Q12297	PF07524	5	83	Domain
8170811	P53062	PF10104	48	182	Family
8171069	P38770	PF10104	295	428	Family
8175386	P54858	PF03909	176	233	Domain
8177084	P32776	PF03909	243	300	Domain
8177209	P32776	PF03909	167	226	Domain
8211106	P40560	PF00651	264	390	Domain
8216141	P40560	PF00651	113	216	Domain
8248551	Q03900	PF02214	29	136	Domain
8267038	P46947	PF09736	120	250	Family
8268058	Q04347	PF09073	79	519	Family
8268526	Q03758	PF04426	646	918	Family
8268618	P48524	PF04426	690	974	Family
8268711	P53754	PF04426	5	270	Family
8268823	Q03758	PF04425	79	525	Family
8268851	P53755	PF04425	49	464	Family
8268955	P48524	PF04425	108	543	Family
8272170	Q04311	PF18826	236	397	Domain
8273761	P38333	PF05291	154	470	Family
8275932	P39970	PF00170	382	445	Family
8276847	P40535	PF00170	423	486	Family
8277917	P24813	PF00170	43	109	Family
8278493	P40917	PF00170	235	294	Family
8280124	P19880	PF00170	64	129	Family
8281105	Q08182	PF00170	126	196	Family
8284305	Q02100	PF00170	427	482	Family
8286280	Q03935	PF00170	219	283	Family
8288702	P38749	PF00170	144	205	Family
8295446	P40573	PF07716	103	157	Family
8295949	P41546	PF07716	37	87	Family
8296546	P03069	PF07716	224	276	Family
8325277	P24583	PF00130	482	534	Domain
8338236	P24583	PF00130	415	464	Domain
8348914	Q04673	PF07975	402	456	Domain
8349880	P48231	PF00168	650	750	Domain
8350710	P48231	PF00168	983	1088	Domain
8359705	P24583	PF00168	209	302	Domain
8363473	P53901	PF00168	11	116	Domain
8371570	Q03640	PF00168	1415	1514	Domain
8376496	Q03640	PF00168	796	898	Domain
8379227	Q12466	PF00168	992	1096	Domain
8379681	P33314	PF00168	335	463	Domain
8380230	P39940	PF00168	3	108	Domain
8384475	Q12466	PF00168	386	488	Domain
8386415	P53037	PF00168	494	602	Domain
8389056	Q03640	PF00168	663	764	Domain
8394482	P11792	PF00168	300	380	Domain
8395819	Q03640	PF00168	1134	1236	Domain
8396663	Q12466	PF00168	521	626	Domain
8399318	P11792	PF00168	183	235	Domain
8405529	Q08748	PF00168	856	963	Domain
8409937	P53037	PF00168	17	92	Domain
8410520	P48231	PF00168	521	618	Domain
8418195	Q12466	PF00168	658	759	Domain
8421445	Q03640	PF00168	491	597	Domain
8423019	P48231	PF00168	378	481	Domain
8591622	P39008	PF04857	163	288	Family
8593538	Q12495	PF12253	345	420	Family
8594154	P39984	PF12265	12	82	Family
8594985	P13712	PF12265	21	88	Family
8595344	Q04225	PF12265	108	176	Family
8596959	P12962	PF17052	3	153	Family
8596984	P36130	PF11615	65	124	Family
8602117	P36054	PF04847	15	202	Family
8618646	P27825	PF00262	33	413	Family
8647701	P20840	PF11766	50	300	Domain
8664849	P47033	PF00188	30	144	Domain
8666354	P36110	PF00188	197	311	Domain
8668331	P47032	PF00188	167	281	Domain
8679777	P17555	PF08603	368	524	Family
8680118	P53904	PF01302	159	229	Domain
8682087	P39937	PF01302	5	71	Domain
8682672	P11709	PF01302	6	73	Domain
8683877	P33420	PF01302	17	88	Domain
8688919	P17555	PF01213	14	348	Family
8736590	P32874	PF01039	1619	2176	Family
8750378	Q00955	PF01039	1574	2130	Family
8775276	P00729	PF05388	1	106	Family
8790930	P36059	PF01256	35	305	Family
8812369	P40017	PF00755	23	733	Family
8815024	P32796	PF00755	74	657	Family
8815446	P80235	PF00755	4	643	Family
8823397	P34237	PF08172	408	638	Family
8843554	P33307	PF03378	521	956	Family
8855644	P15202	PF00199	23	409	Domain
8855853	P06115	PF00199	16	421	Domain
8865095	P06115	PF06628	478	540	Family
8866707	P15202	PF06628	437	501	Family
8872408	Q12674	PF13246	732	850	Family
8872645	Q12697	PF13246	910	971	Family
8872649	P40527	PF13246	574	675	Family
8874110	Q01896	PF13246	459	574	Family
8874903	P39524	PF13246	631	734	Family
8875436	P32660	PF13246	775	884	Family
8875567	Q12675	PF13246	820	929	Family
8876926	P13587	PF13246	459	574	Family
8877026	Q12691	PF13246	459	574	Family
8879248	P38929	PF13246	503	656	Family
8894935	P13587	PF00689	844	1045	Family
8897305	Q01896	PF00689	844	1045	Family
8898365	P13586	PF00689	762	935	Family
8901247	Q12691	PF00689	844	1045	Family
8905165	P38929	PF00689	925	1120	Family
8907158	P38929	PF00690	57	127	Domain
8907854	P13586	PF00690	38	108	Domain
8910056	P19657	PF00690	106	164	Domain
8918753	Q01896	PF00690	17	85	Domain
8922901	P05030	PF00690	77	135	Domain
8923410	Q12691	PF00690	17	85	Domain
8926465	P13587	PF00690	17	85	Domain
8944089	Q08970	PF01545	133	351	Family
8947108	P32798	PF01545	10	304	Family
8950348	Q03455	PF01545	388	585	Family
8950945	Q03218	PF01545	164	381	Family
8950952	P20107	PF01545	9	295	Family
8959718	Q04740	PF01693	6	49	Family
8960817	Q04740	PF01693	107	153	Family
8971893	Q12176	PF03914	597	761	Family
8973288	Q06512	PF03914	316	481	Family
8974365	Q07896	PF03914	472	650	Family
8976576	P06774	PF02045	159	214	Family
8979594	P40096	PF00808	51	115	Domain
8984267	Q92317	PF00808	8	73	Domain
8985374	P40366	PF00808	18	91	Domain
8986218	P13434	PF00808	40	105	Domain
9077862	P29029	PF03427	478	543	Domain
9087906	Q06216	PF03370	203	331	Domain
9088655	P40187	PF03370	386	508	Domain
9088889	P28006	PF03370	237	360	Domain
9088917	P40036	PF03370	422	534	Domain
9104193	P32775	PF02922	61	149	Domain
9118887	P37267	PF07960	3	131	Family
9134718	P53172	PF00571	179	239	Domain
9136247	P37020	PF00571	684	738	Domain
9152070	P38697	PF00571	111	174	Domain
9161028	P50094	PF00571	181	237	Domain
9163478	P53172	PF00571	271	322	Domain
9168909	P32582	PF00571	369	425	Domain
9170730	P37020	PF00571	587	653	Domain
9171045	P12904	PF00571	188	247	Domain
9174313	P38697	PF00571	180	236	Domain
9196732	P12904	PF00571	118	176	Domain
9221789	P50094	PF00571	112	175	Domain
9222289	P50095	PF00571	180	236	Domain
9238757	P38314	PF00571	192	252	Domain
9239031	P32582	PF00571	459	507	Domain
9241062	P50095	PF00571	111	174	Domain
9255010	P12904	PF00571	257	319	Domain
9344090	P32797	PF16853	14	241	Domain
9344096	P32797	PF18691	359	472	Domain
9344117	P32797	PF18233	747	871	Domain
9345103	P11433	PF06395	156	242	Domain
9347684	P06101	PF08564	389	482	Domain
9348452	P06101	PF08565	240	365	Domain
9349540	P06101	PF03234	2	127	Domain
9350835	Q08032	PF02724	28	647	Family
9351381	P25694	PF02933	135	201	Domain
9354075	P18759	PF02933	133	207	Domain
9356625	P18759	PF02359	28	104	Domain
9358033	P25694	PF02359	35	118	Domain
9358302	P07834	PF16856	223	272	Domain
9358982	P53740	PF03381	65	363	Family
9359304	P25656	PF03381	63	360	Family
9360571	P42838	PF03381	93	402	Family
9362511	P09119	PF09079	418	498	Domain
9362996	Q06697	PF05179	234	386	Domain
9367573	P32657	PF18196	1010	1129	Domain
9375459	Q07560	PF01066	69	133	Family
9379958	P17898	PF01066	46	121	Family
9381272	P22140	PF01066	46	121	Family
9387316	P06197	PF01066	18	81	Family
9397755	P08456	PF01066	81	152	Family
9416188	P23776	PF00150	94	349	Domain
9419935	P32603	PF00150	95	380	Domain
9425041	P40566	PF00150	14	277	Domain
9427139	P52911	PF00150	95	459	Domain
9440008	P35201	PF11699	439	526	Domain
9443127	P38907	PF05238	14	445	Family
9443770	Q06675	PF09496	175	331	Family
9444889	Q3E835	PF15630	8	83	Domain
9447744	P02309	PF15511	18	99	Domain
9448397	Q3E829	PF09415	4	80	Domain
9450101	P40969	PF16846	101	607	Family
9454304	Q02896	PF05875	14	285	Family
9454555	P38298	PF05875	15	285	Family
9462476	O13547	PF05730	20	84	Domain
9464983	P39081	PF11526	467	562	Family
9466650	Q04767	PF10233	30	141	Domain
9468246	Q03705	PF08617	19	179	Domain
9469003	P53188	PF03879	12	119	Family
9476879	P32599	PF00307	287	391	Domain
9487898	P32599	PF00307	534	642	Domain
9491124	P32599	PF00307	411	522	Domain
9493246	Q08873	PF00307	26	138	Domain
9493512	Q12280	PF00307	108	219	Domain
9500970	P32599	PF00307	139	259	Domain
9505055	P32656	PF04752	8	231	Family
9510807	P38885	PF16035	97	303	Domain
9511195	P38884	PF16035	113	314	Domain
9528353	P36122	PF09295	495	564	Family
9528382	Q08754	PF09295	123	533	Family
9528629	P40955	PF09295	89	443	Family
9528675	P40955	PF09295	490	560	Family
9528733	Q05029	PF09295	85	511	Family
9528887	P36122	PF09295	89	447	Family
9557427	P36046	PF06747	307	343	Domain
9558153	Q04341	PF06747	17	51	Domain
9558671	P38824	PF06747	104	138	Domain
9558720	O75012	PF06747	30	64	Domain
9559459	P53192	PF04420	6	192	Family
9632216	P08004	PF01644	454	619	Family
9632668	P14180	PF01644	298	458	Family
9634864	P14180	PF08407	231	297	Family
9635799	P08004	PF08407	375	453	Family
9639058	P29465	PF03142	628	1151	Family
9665687	P20485	PF01633	168	437	Family
9666702	Q03764	PF01633	155	396	Family
9667832	P20485	PF04428	94	143	Family
9668019	Q03764	PF04428	79	129	Family
9672389	Q12412	PF04515	187	510	Family
9676614	Q07878	PF12624	2	116	Family
9682267	P37254	PF00425	498	778	Family
9697365	P00899	PF00425	229	485	Family
9705837	P28777	PF01264	8	363	Family
9725531	P32657	PF00385	285	341	Domain
9737614	P32657	PF00385	178	248	Domain
9739481	Q08972	PF00385	942	994	Domain
9743196	Q12114	PF16892	5	52	Domain
9743961	P38843	PF12271	2	303	Family
9755206	P40019	PF09649	87	120	Domain
9760145	P36152	PF05093	245	341	Family
9761340	P38162	PF09774	38	181	Family
9778891	P53854	PF10197	11	47	Domain
9793441	P39535	PF03600	449	751	Family
9794976	P25360	PF03600	494	751	Family
9800216	P08679	PF00285	64	442	Domain
9802147	P43635	PF00285	67	467	Domain
9803140	P00890	PF00285	83	461	Domain
9816560	P20486	PF01111	28	104	Domain
9818391	P43639	PF01214	25	241	Domain
9819665	P38930	PF01214	37	221	Domain
9825824	P38198	PF12348	318	560	Family
9827689	P22137	PF00637	692	833	Family
9828084	P22137	PF00637	1429	1570	Family
9828501	P38959	PF00637	753	900	Family
9828577	P22137	PF00637	985	1128	Family
9828618	P22137	PF00637	839	976	Family
9829258	P22137	PF00637	1280	1425	Family
9830857	P22137	PF00637	543	684	Family
9838823	P22137	PF00637	1134	1274	Family
9840435	P27801	PF00637	585	740	Family
9842521	P22137	PF09268	338	360	Family
9843912	P22137	PF13838	362	425	Domain
9845241	P17891	PF01086	1	233	Family
