	uniprot	pfam	start	stop	type	Name	ID
2796543	P49367	PF00330	25	458	Family	Aconitase family (aconitate hydratase)	Aconitase
2802746	P07264	PF00330	14	471	Family	Aconitase family (aconitate hydratase)	Aconitase
2820577	P39533	PF00694	585	714	Domain	Aconitase C-terminal domain	Aconitase_C
2821870	P19414	PF00694	579	709	Domain	Aconitase C-terminal domain	Aconitase_C
2825052	P49367	PF00694	484	620	Domain	Aconitase C-terminal domain	Aconitase_C
2827374	P07264	PF00694	545	672	Domain	Aconitase C-terminal domain	Aconitase_C
2828181	P13711	PF01756	546	725	Family	Acyl-CoA oxidase	ACOX
2833251	P19097	PF01648	1768	1883	Domain	4'-phosphopantetheinyl transferase superfamily	ACPS
2835710	Q12036	PF01648	14	167	Domain	4'-phosphopantetheinyl transferase superfamily	ACPS
2844527	P50113	PF01648	132	238	Domain	4'-phosphopantetheinyl transferase superfamily	ACPS
2938792	P25605	PF01842	78	144	Domain	ACT domain	ACT
2945594	P47117	PF00022	3	443	Family	Actin	Actin
2946166	P60010	PF00022	2	375	Family	Actin	Actin
2948934	Q05123	PF00022	18	374	Family	Actin	Actin
2949270	Q04549	PF00022	8	153	Family	Actin	Actin
2949400	Q12406	PF00022	2	466	Family	Actin	Actin
2956202	Q12509	PF00022	1	432	Family	Actin	Actin
2956651	Q12386	PF00022	263	751	Family	Actin	Actin
2957712	P53946	PF00022	352	746	Family	Actin	Actin
2960591	P32381	PF00022	1	388	Family	Actin	Actin
2961083	P53946	PF00022	34	251	Family	Actin	Actin
2963259	P38696	PF00022	9	382	Family	Actin	Actin
2963416	P80428	PF00022	11	488	Family	Actin	Actin
2987770	P10869	PF13840	432	498	Domain	ACT domain	ACT_7
3158227	P13711	PF02770	185	295	Domain	Acyl-CoA dehydrogenase, middle domain	Acyl-CoA_dh_M
3241749	P13711	PF14749	30	174	Domain	Acyl-coenzyme A oxidase N-terminal	Acyl-CoA_ox_N
3256264	Q06510	PF01553	48	229	Family	Acyltransferase	Acyltransferase
3283926	P36148	PF01553	57	300	Family	Acyltransferase	Acyltransferase
3284845	P33333	PF01553	62	191	Family	Acyltransferase	Acyltransferase
3284961	P38226	PF01553	74	282	Family	Acyltransferase	Acyltransferase
3289233	Q12185	PF01553	84	276	Family	Acyltransferase	Acyltransferase
3290922	P32784	PF01553	68	292	Family	Acyltransferase	Acyltransferase
3294702	Q12185	PF16076	293	367	Family	Acyltransferase C-terminus	Acyltransf_C
3296985	P38226	PF16076	299	375	Family	Acyltransferase C-terminus	Acyltransf_C
3297080	P41903	PF02551	200	336	Domain	Acyl-CoA thioesterase	Acyl_CoA_thio
3297133	P41903	PF02551	20	121	Domain	Acyl-CoA thioesterase	Acyl_CoA_thio
3323880	P07149	PF00698	1663	2037	Domain	Acyl transferase domain	Acyl_transf_1
3354566	P38828	PF09793	82	170	Domain	Anticodon-binding domain	AD
3355082	P32494	PF10198	506	649	Family	Histone acetyltransferases subunit 3	Ada3
3368800	P38065	PF01602	38	649	Family	Adaptin N terminal region	Adaptin_N
3369815	P27351	PF01602	9	544	Family	Adaptin N terminal region	Adaptin_N
3373717	P36000	PF01602	23	553	Family	Adaptin N terminal region	Adaptin_N
3375489	Q12028	PF01602	21	618	Family	Adaptin N terminal region	Adaptin_N
3376268	P41810	PF01602	20	560	Family	Adaptin N terminal region	Adaptin_N
3376529	P32074	PF01602	19	560	Family	Adaptin N terminal region	Adaptin_N
3378007	P46682	PF01602	39	622	Family	Adaptin N terminal region	Adaptin_N
3378194	Q08951	PF01602	44	611	Family	Adaptin N terminal region	Adaptin_N
3380942	P38153	PF00928	199	483	Family	Adaptor complexes medium subunit family	Adap_comp_sub
3381508	Q99186	PF00928	198	491	Family	Adaptor complexes medium subunit family	Adap_comp_sub
3381860	P38700	PF00928	258	605	Family	Adaptor complexes medium subunit family	Adap_comp_sub
3384826	Q00776	PF00928	164	474	Family	Adaptor complexes medium subunit family	Adap_comp_sub
3404124	P06782	PF16579	504	626	Domain	Adenylate sensor of SNF1-like protein kinase	AdenylateSensor
3405718	P80210	PF00709	3	428	Domain	Adenylosuccinate synthetase	Adenylsucc_synt
3425278	Q07786	PF08240	30	141	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3431840	P00331	PF08240	31	140	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3462803	P32771	PF08240	36	165	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3464362	P00330	PF08240	31	140	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3471040	P38230	PF08240	35	111	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3472216	P25377	PF08240	33	150	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3475156	P38113	PF08240	34	143	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3476088	Q07993	PF08240	31	142	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3481482	P39945	PF08240	76	141	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3483207	Q04894	PF08240	33	149	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3486438	P35497	PF08240	30	141	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3489929	P35183	PF08240	76	150	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3502367	P07246	PF08240	58	167	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3505499	P39713	PF08240	26	160	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3508549	P39714	PF08240	26	160	Domain	Alcohol dehydrogenase GroES-like domain	ADH_N
3519588	Q03102	PF16884	5	123	Family	N-terminal domain of oxidoreductase	ADH_N_2
3531809	P40579	PF00106	3	194	Domain	short chain dehydrogenase	adh_short
3534803	Q08651	PF00106	83	184	Domain	short chain dehydrogenase	adh_short
3541693	P36086	PF00106	8	208	Domain	short chain dehydrogenase	adh_short
3549059	Q05016	PF00106	14	213	Domain	short chain dehydrogenase	adh_short
3556966	P40471	PF00106	10	202	Domain	short chain dehydrogenase	adh_short
3571160	P38286	PF00106	63	268	Domain	short chain dehydrogenase	adh_short
3577258	P34251	PF00106	25	143	Domain	short chain dehydrogenase	adh_short
3582387	Q07530	PF00106	39	234	Domain	short chain dehydrogenase	adh_short
3594567	Q02207	PF00106	10	206	Domain	short chain dehydrogenase	adh_short
3600285	P35731	PF00106	106	245	Domain	short chain dehydrogenase	adh_short
3601258	P40580	PF00106	3	203	Domain	short chain dehydrogenase	adh_short
3607109	Q03085	PF00106	27	237	Domain	short chain dehydrogenase	adh_short
3619934	Q02207	PF00106	323	514	Domain	short chain dehydrogenase	adh_short
3633834	Q06417	PF00106	71	263	Domain	short chain dehydrogenase	adh_short
3648796	P38342	PF00106	59	223	Domain	short chain dehydrogenase	adh_short
3650430	P35731	PF00106	5	73	Domain	short chain dehydrogenase	adh_short
3666840	Q12452	PF00106	4	245	Domain	short chain dehydrogenase	adh_short
3669837	Q08651	PF00106	17	72	Domain	short chain dehydrogenase	adh_short
3671445	P53878	PF00106	54	202	Domain	short chain dehydrogenase	adh_short
3797383	P32573	PF13561	31	269	Domain	Enoyl-(Acyl carrier protein) reductase	adh_short_C2
3827370	Q04894	PF00107	190	316	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3827856	P38230	PF00107	160	291	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3839442	P39713	PF00107	200	333	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3840013	P25377	PF00107	191	317	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3842174	P39714	PF00107	200	332	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3843485	P38071	PF00107	187	327	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3846509	Q07786	PF00107	181	316	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3847550	P54007	PF00107	186	301	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3848064	P07246	PF00107	209	338	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3860856	P53912	PF00107	186	325	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3861329	P38113	PF00107	185	314	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3863641	P35497	PF00107	181	316	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3867219	Q07993	PF00107	182	315	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3879187	P32771	PF00107	207	349	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3883183	P25608	PF00107	178	319	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3884824	P00331	PF00107	182	311	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3891659	Q03102	PF00107	177	315	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3903941	P00330	PF00107	182	311	Family	Zinc-binding dehydrogenase	ADH_zinc_N
3919505	P35183	PF13602	273	424	Domain	Zinc-binding dehydrogenase	ADH_zinc_N_2
3922825	P39945	PF13602	273	425	Domain	Zinc-binding dehydrogenase	ADH_zinc_N_2
3926246	P28625	PF13602	211	362	Domain	Zinc-binding dehydrogenase	ADH_zinc_N_2
3936433	P26364	PF00406	19	209	Domain	Adenylate kinase	ADK
3941598	P07170	PF00406	11	198	Domain	Adenylate kinase	ADK
3946193	P15700	PF00406	21	179	Domain	Adenylate kinase	ADK
3952044	P26364	PF05191	145	180	Domain	Adenylate kinase, active site lid	ADK_lid
3954626	P07170	PF05191	134	169	Domain	Adenylate kinase, active site lid	ADK_lid
3966796	P39954	PF05221	7	148	Domain	S-adenosyl-L-homocysteine hydrolase	AdoHcyase
3967094	P39954	PF05221	143	448	Domain	S-adenosyl-L-homocysteine hydrolase	AdoHcyase
3977602	P39954	PF00670	194	355	Domain	S-adenosyl-L-homocysteine hydrolase, NAD binding domain	AdoHcyase_NAD
3982437	Q02648	PF07757	257	370	Family	Predicted AdoMet-dependent methyltransferase	AdoMet_MTase
3994721	Q05911	PF10397	375	457	Domain	Adenylosuccinate lyase C-terminus	ADSL_C
3999103	P08678	PF08509	368	419	Domain	Adenylate cyclase G-alpha binding domain	Ad_cyc_g-alpha
4000263	P32493	PF17049	50	449	Family	ATPase expression protein 1	AEP1
4004093	P32317	PF03969	34	448	Family	AFG1-like ATPase	AFG1_ATPase
4008610	Q99222	PF07792	29	188	Domain	Docking domain of Afi1 for Arf3 in vesicle trafficking	Afi1
4015093	P22149	PF08731	108	243	Family	Transcription factor AFT	AFT
4015096	Q08957	PF08731	51	100	Family	Transcription factor AFT	AFT
4015149	Q08957	PF08731	91	137	Family	Transcription factor AFT	AFT
4016319	Q02100	PF11785	6	35	Domain	Aft1 osmotic stress response (OSM) domain	Aft1_OSA
4017323	P32781	PF17366	27	87	Family	A-agglutinin-binding subunit Aga2	AGA2
4025719	Q12449	PF09229	13	150	Domain	Activator of Hsp90 ATPase, N-terminal	Aha1_N
4026068	P53834	PF09229	13	147	Domain	Activator of Hsp90 ATPase, N-terminal	Aha1_N
4032144	P40553	PF00578	65	188	Domain	AhpC/TSA family	AhpC-TSA
4039797	P34227	PF00578	51	189	Domain	AhpC/TSA family	AhpC-TSA
4042214	Q04120	PF00578	5	138	Domain	AhpC/TSA family	AhpC-TSA
4058026	P34760	PF00578	5	138	Domain	AhpC/TSA family	AhpC-TSA
4078488	Q12449	PF08327	223	345	Family	Activator of Hsp90 ATPase homolog 1-like protein	AHSA1
4112489	P38009	PF01808	136	460	Family	AICARFT/IMPCHase bienzyme	AICARFT_IMPCHas
4117089	P54113	PF01808	136	460	Family	AICARFT/IMPCHase bienzyme	AICARFT_IMPCHas
4128760	P40502	PF10315	24	152	Family	Altered inheritance of mitochondria protein 19	Aim19
4128956	P40563	PF11489	136	539	Family	Altered inheritance of mitochondria protein 21	Aim21
4133718	P47127	PF01987	49	322	Family	Mitochondrial biogenesis AIM24	AIM24
4135150	P38266	PF17096	8	99	Family	Altered inheritance of mitochondria protein 3	AIM3
4135398	P38341	PF17050	40	103	Family	Altered inheritance of mitochondria 5	AIM5
4136154	P41697	PF03915	365	776	Family	Actin interacting protein 3	AIP3
4138601	P21264	PF00731	404	551	Domain	AIR carboxylase	AIRC
4155457	P07244	PF00586	493	611	Domain	AIR synthase related protein, N-terminal domain	AIRS
4177595	P38972	PF02769	864	1006	Domain	AIR synthase related protein, C-terminal domain	AIRS_C
4179294	P07244	PF02769	624	793	Domain	AIR synthase related protein, C-terminal domain	AIRS_C
4200608	P38972	PF02769	471	631	Domain	AIR synthase related protein, C-terminal domain	AIRS_C
4214853	P05373	PF00490	18	337	Domain	Delta-aminolevulinic acid dehydratase	ALAD
4241024	P38998	PF05222	7	142	Domain	Alanine dehydrogenase/PNT, N-terminal domain	AlaDh_PNT_N
4258531	P38197	PF01168	26	249	Domain	Alanine racemase, N-terminal domain	Ala_racemase_N
4258703	P53095	PF01168	31	271	Domain	Alanine racemase, N-terminal domain	Ala_racemase_N
4274803	P39715	PF09135	31	152	Family	Alb1	Alb1
4274807	P47019	PF09135	1	118	Family	Alb1	Alb1
4277096	P53218	PF01918	46	119	Family	Alba	Alba
4300565	P07275	PF00171	70	558	Family	Aldehyde dehydrogenase family	Aldedh
4301719	P38694	PF00171	104	587	Family	Aldehyde dehydrogenase family	Aldedh
4303495	P47771	PF00171	29	498	Family	Aldehyde dehydrogenase family	Aldedh
4317655	P46367	PF00171	53	513	Family	Aldehyde dehydrogenase family	Aldedh
4329578	Q04458	PF00171	24	464	Family	Aldehyde dehydrogenase family	Aldedh
4332513	P40047	PF00171	52	511	Family	Aldehyde dehydrogenase family	Aldedh
4352280	P54115	PF00171	34	496	Family	Aldehyde dehydrogenase family	Aldedh
4364703	P54885	PF00171	2	281	Family	Aldehyde dehydrogenase family	Aldedh
4371078	P54114	PF00171	29	498	Family	Aldehyde dehydrogenase family	Aldedh
4378009	P38067	PF00171	27	488	Family	Aldehyde dehydrogenase family	Aldedh
4396544	P47095	PF00596	18	219	Domain	Class II Aldolase and Adducin N-terminal domain	Aldolase_II
4406991	P53757	PF01263	11	339	Family	Aldose 1-epimerase	Aldose_epim
4409460	Q03161	PF01263	8	287	Family	Aldose 1-epimerase	Aldose_epim
4416001	P38893	PF01263	11	338	Family	Aldose 1-epimerase	Aldose_epim
4418151	P04397	PF01263	374	697	Family	Aldose 1-epimerase	Aldose_epim
4428627	Q07551	PF00248	21	288	Domain	Aldo/keto reductase family	Aldo_ket_red
4432932	Q07747	PF00248	1	296	Domain	Aldo/keto reductase family	Aldo_ket_red
4437144	P25612	PF00248	28	339	Domain	Aldo/keto reductase family	Aldo_ket_red
4440747	Q04212	PF00248	16	303	Domain	Aldo/keto reductase family	Aldo_ket_red
4447554	P47182	PF00248	1	254	Domain	Aldo/keto reductase family	Aldo_ket_red
4453459	P42884	PF00248	31	342	Domain	Aldo/keto reductase family	Aldo_ket_red
4462142	P14065	PF00248	22	293	Domain	Aldo/keto reductase family	Aldo_ket_red
4463396	P38715	PF00248	15	308	Domain	Aldo/keto reductase family	Aldo_ket_red
4478127	P47137	PF00248	16	269	Domain	Aldo/keto reductase family	Aldo_ket_red
4479300	Q02895	PF00248	18	336	Domain	Aldo/keto reductase family	Aldo_ket_red
4479503	Q08361	PF00248	1	119	Domain	Aldo/keto reductase family	Aldo_ket_red
4481951	Q12458	PF00248	22	293	Domain	Aldo/keto reductase family	Aldo_ket_red
4483117	Q06494	PF00248	15	333	Domain	Aldo/keto reductase family	Aldo_ket_red
4488584	P38115	PF00248	35	314	Domain	Aldo/keto reductase family	Aldo_ket_red
4538594	P53954	PF15924	71	274	Family	ALG11 mannosyltransferase N-terminus	ALG11_N
4540638	P38242	PF08660	57	236	Family	Oligosaccharide biosynthesis protein Alg14 like	Alg14
4541617	P38179	PF05208	48	417	Family	ALG3 protein	ALG3
4544155	Q12001	PF03155	46	528	Family	ALG6, ALG8 glycosyltransferase family	Alg6_Alg8
4544233	P40351	PF03155	51	565	Family	ALG6, ALG8 glycosyltransferase family	Alg6_Alg8
4552405	P48582	PF13949	473	707	Domain	ALIX V-shaped domain binding to HIV	ALIX_LYPXL_bnd
4552573	Q12033	PF13949	379	648	Domain	ALIX V-shaped domain binding to HIV	ALIX_LYPXL_bnd
4556755	Q08347	PF14864	518	641	Domain	Alkyl sulfatase C-terminal	Alkyl_sulf_C
4557768	Q08347	PF14863	374	512	Domain	Alkyl sulfatase dimerisation	Alkyl_sulf_dimr
4562836	P11491	PF00245	66	527	Domain	Alkaline phosphatase	Alk_phosphatase
4567353	P25335	PF03561	31	182	Family	Allantoicase repeat	Allantoicase
4567405	P25335	PF03561	204	342	Family	Allantoicase repeat	Allantoicase
4573971	P54783	PF04030	186	516	Family	D-arabinono-1,4-lactone oxidase	ALO
4582635	P0CW40	PF00128	37	408	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4587992	P40884	PF00128	32	398	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4588745	P53341	PF00128	36	406	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4591653	P32775	PF00128	216	344	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4597943	P38158	PF00128	36	406	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4609942	P0CW41	PF00128	37	408	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4619085	P53051	PF00128	37	409	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4622019	Q08295	PF00128	37	408	Domain	Alpha amylase, catalytic domain	Alpha-amylase
4633813	P32775	PF02806	608	703	Domain	Alpha amylase, C-terminal all-beta domain	Alpha-amylase_C
4648064	P22855	PF09261	565	664	Domain	Alpha mannosidase middle domain	Alpha-mann_mid
4651216	P38817	PF02883	471	583	Domain	Adaptin C-terminal domain	Alpha_adaptinC2
4653142	Q06336	PF02883	443	555	Domain	Adaptin C-terminal domain	Alpha_adaptinC2
4654887	Q12028	PF02883	723	829	Domain	Adaptin C-terminal domain	Alpha_adaptinC2
4674442	P25605	PF10369	215	281	Family	Small subunit of acetolactate synthase	ALS_ss_C
4698359	Q03557	PF01425	5	457	Family	Amidase	Amidase
4700974	P22580	PF01425	79	539	Family	Amidase	Amidase
4711021	P32528	PF01425	34	449	Family	Amidase	Amidase
4754870	P32375	PF01979	61	439	Domain	Amidohydrolase family	Amidohydro_1
4792983	P40896	PF01979	1	331	Domain	Amidohydrolase family	Amidohydro_1
4798079	Q07729	PF01979	91	486	Domain	Amidohydrolase family	Amidohydro_1
4870385	P53090	PF00155	97	488	Domain	Aminotransferase class I and II	Aminotran_1_2
4872500	P25045	PF00155	145	545	Domain	Aminotransferase class I and II	Aminotran_1_2
4874321	P38840	PF00155	60	500	Domain	Aminotransferase class I and II	Aminotran_1_2
4881339	Q01802	PF00155	44	441	Domain	Aminotransferase class I and II	Aminotran_1_2
4885350	P52892	PF00155	68	489	Domain	Aminotransferase class I and II	Aminotran_1_2
4889827	P40970	PF00155	155	515	Domain	Aminotransferase class I and II	Aminotran_1_2
4892835	P07172	PF00155	27	375	Domain	Aminotransferase class I and II	Aminotran_1_2
4903589	P52893	PF00155	185	573	Domain	Aminotransferase class I and II	Aminotran_1_2
4919442	P09950	PF00155	113	480	Domain	Aminotransferase class I and II	Aminotran_1_2
4938123	P23542	PF00155	30	405	Domain	Aminotransferase class I and II	Aminotran_1_2
4944517	P47039	PF00155	54	437	Domain	Aminotransferase class I and II	Aminotran_1_2
4958040	P10356	PF00155	38	428	Domain	Aminotransferase class I and II	Aminotran_1_2
4973926	P18544	PF00202	25	418	Domain	Aminotransferase class-III	Aminotran_3
4988586	P50277	PF00202	27	471	Domain	Aminotransferase class-III	Aminotran_3
4997237	P07991	PF00202	18	421	Domain	Aminotransferase class-III	Aminotran_3
5007651	P17649	PF00202	37	468	Domain	Aminotransferase class-III	Aminotran_3
5016268	P47176	PF01063	74	327	Domain	Amino-transferase class IV	Aminotran_4
5017381	Q03266	PF01063	108	369	Domain	Amino-transferase class IV	Aminotran_4
5027844	P38891	PF01063	91	344	Domain	Amino-transferase class IV	Aminotran_4
5035526	P43567	PF00266	21	366	Domain	Aminotransferase class-V	Aminotran_5
5042058	Q05979	PF00266	95	379	Domain	Aminotransferase class-V	Aminotran_5
5060895	P25374	PF00266	100	462	Domain	Aminotransferase class-V	Aminotran_5
5082384	P33330	PF00266	10	383	Domain	Aminotransferase class-V	Aminotran_5
5104053	P50264	PF01593	18	504	Domain	Flavin containing amine oxidoreductase	Amino_oxidase
5119048	Q12012	PF01871	28	235	Family	AMMECR1	AMMECR1
5130710	P40260	PF00909	20	424	Family	Ammonium Transporter Family	Ammonium_transp
5132316	P53390	PF00909	19	423	Family	Ammonium Transporter Family	Ammonium_transp
5133446	P41948	PF00909	33	444	Family	Ammonium Transporter Family	Ammonium_transp
5146749	Q01574	PF00501	138	582	Family	AMP-binding enzyme	AMP-binding
5147244	P39518	PF00501	102	597	Family	AMP-binding enzyme	AMP-binding
5172352	P38137	PF00501	13	440	Family	AMP-binding enzyme	AMP-binding
