AC	ID	Name	Type
PF09631	Sen15	Sen15 protein	D
PF18587	PLL	PTX/LNS-Like (PLL) domain	D
PF09630	DUF2024	Domain of unknown function (DUF2024)	D
PF17167	Glyco_hydro_36	Glycosyl hydrolase 36 superfamily, catalytic domain	D
PF08827	DUF1805	Domain of unknown function (DUF1805)	D
PF04206	MtrE	Tetrahydromethanopterin S-methyltransferase, subunit E	F
PF17784	Sulfotransfer_4	Sulfotransferase domain	D
PF14376	Haem_bd	Haem-binding domain	F
PF05949	DUF881	Bacterial protein of unknown function (DUF881)	F
PF02514	CobN-Mg_chel	CobN/Magnesium Chelatase	F
PF00272	Cecropin	Cecropin family	F
PF07553	Lipoprotein_Ltp	Host cell surface-exposed lipoprotein	D
PF00270	DEAD	DEAD/DEAH box helicase	D
PF07551	DUF1534	Protein of unknown function (DUF1534)	F
PF07556	DUF1538	Protein of unknown function (DUF1538)	F
PF07801	DUF1647	Protein of unknown function (DUF1647)	F
PF07554	FIVAR	FIVAR domain	D
PF00275	EPSP_synthase	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)	F
PF10277	Frag1	Frag1/DRAM/Sfk1 family	F
PF00278	Orn_DAP_Arg_deC	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	D
PF07559	FlaE	Flagellar basal body protein FlaE	F
PF07808	RED_N	RED-like protein N-terminal region	F
PF07809	RTP801_C	RTP801 C-terminal region	F
PF17956	NAPRTase_C	Nicotinate phosphoribosyltransferase C-terminal domain	D
PF06601	Orthopox_F6	Orthopoxvirus F6 protein	F
PF06600	DUF1140	Protein of unknown function (DUF1140)	F
PF06603	UpxZ	UpxZ family of transcription anti-terminator antagonists	F
PF06602	Myotub-related	Myotubularin-like phosphatase domain	D
PF06605	Prophage_tail	Prophage endopeptidase tail	F
PF09637	Med18	Med18 protein	D
PF06607	Prokineticin	Prokineticin	F
PF18579	Raf1_HTH	Rubisco accumulation factor 1 helix turn helix domain	D
PF04437	RINT1_TIP1	RINT-1 / TIP-1 family	F
PF06608	DUF1143	Protein of unknown function (DUF1143)	F
PF00353	HemolysinCabind	RTX calcium-binding nonapeptide repeat (4 copies)	R
PF17954	Pirin_C_2	Quercetinase C-terminal cupin domain	D
PF14202	TnpW	Transposon-encoded protein TnpW	F
PF05942	PaREP1	Archaeal PaREP1/PaREP8 family	F
PF00421	PSII	Photosystem II protein	F
PF16344	DUF4974	Domain of unknown function (DUF4974)	F
PF18250	Tgi2PP	Effector immunity protein Tgi2PP	D
PF10279	Latarcin	Latarcin precursor	F
PF03079	ARD	ARD/ARD' family	D
PF03078	ATHILA	ATHILA ORF-1 family	F
PF08723	Gag_p15	Gag protein p15	D
PF17407	Nrap_D6	Nrap protein domain 6	D
PF03071	GNT-I	GNT-I family	F
PF08724	Rep_N	Rep protein catalytic domain like	D
PF03073	TspO_MBR	TspO/MBR family	F
PF03072	DUF237	Domain of unknown function (DUF237)	D
PF03074	GCS	Glutamate-cysteine ligase	F
PF03077	VacA2	Putative vacuolating cytotoxin	F
PF03076	GP3	Equine arteritis virus GP3	F
PF10510	PIG-S	Phosphatidylinositol-glycan biosynthesis class S protein	F
PF18570	Nup54_57_C	NUP57/Nup54 C-terminal domain	C
PF14204	Ribosomal_L18_c	Ribosomal L18 C-terminal region	D
PF09245	MA-Mit	Mycoplasma arthritidis-derived mitogen	D
PF00471	Ribosomal_L33	Ribosomal protein L33	F
PF08727	P3A	Poliovirus 3A protein like	D
PF18572	T6PP_N	Trehalose-6-phosphate phosphatase N-terminal helical bundle domain	D
PF17406	Nrap_D5	Nrap protein PAP/OAS1-like domain 5	D
PF18573	BclA_C	BclA C-terminal domain	D
PF17938	TetR_C_29	Tetracyclin repressor-like, C-terminal domain	D
PF09240	IL6Ra-bind	Interleukin-6 receptor alpha chain, binding	D
PF02365	NAM	No apical meristem (NAM) protein	F
PF18575	HAMP_N3	HAMP N-terminal domain 3	D
PF07453	NUMOD1	NUMOD1 domain	D
PF03382	DUF285	Mycoplasma protein of unknown function, DUF285	F
PF03381	CDC50	LEM3 (ligand-effect modulator 3) family / CDC50 family	F
PF03380	DUF282	Caenorhabditis protein of unknown function, DUF282	F
PF16781	DUF5068	Domain of unknown function (DUF5068)	D
PF16780	AIMP2_LysRS_bd	AIMP2 lysyl-tRNA synthetase binding domain	D
PF16783	FANCM-MHF_bd	FANCM to MHF binding domain	D
PF03384	DUF287	Drosophila protein of unknown function, DUF287	F
PF12329	TMF_DNA_bd	TATA element modulatory factor 1 DNA binding	C
PF03389	MobA_MobL	MobA/MobL family	F
PF03388	Lectin_leg-like	Legume-like lectin family	D
PF16789	YscO-like	YscO-like protein	D
PF16788	ATF7IP_BD	ATF-interacting protein binding domain	F
PF04093	MreD	rod shape-determining protein MreD	F
PF12495	Vip3A_N	Vegetative insecticide protein 3A N terminal	F
PF12494	DUF3695	Protein of unknown function (DUF3695)	F
PF12497	ERbeta_N	Estrogen receptor beta	F
PF12496	BNIP2	Bcl2-/adenovirus E1B nineteen kDa-interacting protein 2	F
PF12491	ApoB100_C	Apolipoprotein B100 C terminal	F
PF12490	BCAS3	Breast carcinoma amplified sequence 3	F
PF12493	DUF3709	Protein of unknown function (DUF3709)	F
PF12499	DUF3707	Pherophorin	F
PF12498	bZIP_C	Basic leucine-zipper C terminal	F
PF14637	FNIP_M	Folliculin-interacting protein middle domain	F
PF14636	FNIP_N	Folliculin-interacting protein N-terminus	F
PF14635	HHH_7	Helix-hairpin-helix motif	D
PF11083	Streptin-Immun	Lantibiotic streptin immunity protein	D
PF14633	SH2_2	SH2 domain	D
PF14632	SPT6_acidic	Acidic N-terminal SPT6	F
PF14631	FancD2	Fanconi anaemia protein FancD2 nuclease	F
PF14630	ORC5_C	Origin recognition complex (ORC) subunit 5 C-terminus	F
PF00735	Septin	Septin	D
PF14639	YqgF	Holliday-junction resolvase-like of SPT6	D
PF14638	FNIP_C	Folliculin-interacting protein C-terminus	F
PF14373	Imm_superinfect	Superinfection immunity protein	F
PF09128	RGS-like	Regulator of G protein signalling-like domain	D
PF16161	DUF4867	Domain of unknown function (DUF4867)	F
PF16160	DUF4866	Domain of unknown function (DUF4866)	F
PF16163	DUF4869	Domain of unknown function (DUF4869)	F
PF16162	DUF4868	Domain of unknown function (DUF4868)	F
PF16165	Ferlin_C	Ferlin C-terminus	F
PF16164	VWA_N2	VWA N-terminal	F
PF16167	DUF4871	Domain of unknown function (DUF4871)	F
PF16166	TIC20	Chloroplast import apparatus Tic20-like	F
PF16169	DUF4872	Domain of unknown function (DUF4872)	F
PF16168	AIDA	Adhesin of bacterial autotransporter system, probable stalk	R
PF01478	Peptidase_A24	Type IV leader peptidase family	F
PF04099	Sybindin	Sybindin-like family	F
PF02656	DUF202	Domain of unknown function (DUF202)	F
PF02657	SufE	Fe-S metabolism associated domain	F
PF02654	CobS	Cobalamin-5-phosphate synthase	F
PF02655	ATP-grasp_3	ATP-grasp domain	F
PF02652	Lactate_perm	L-lactate permease	F
PF02653	BPD_transp_2	Branched-chain amino acid transport system / permease component	F
PF02650	HTH_WhiA	WhiA C-terminal HTH domain	D
PF04610	TrbL	TrbL/VirB6 plasmid conjugal transfer protein	F
PF13027	DUF3888	Protein of unknown function (DUF3888)	F
PF02659	Mntp	Putative manganese efflux pump	F
PF02388	FemAB	FemAB family	F
PF02389	Cornifin	Cornifin (SPRR) family	D
PF17788	HypF_C	HypF Kae1-like domain	D
PF17789	MG4	Macroglobulin domain MG4	D
PF17782	DprA_WH	DprA winged helix domain	D
PF17783	CvfB_WH	CvfB-like winged helix domain	D
PF17780	OCRE	OCRE domain	D
PF17781	RPN1_RPN2_N	RPN1/RPN2 N-terminal domain	D
PF17786	Mannosidase_ig	Mannosidase Ig/CBM-like domain	D
PF17787	PH_14	PH domain	D
PF14371	DUF4412	Domain of unknown function (DUF4412)	F
PF02387	IncFII_repA	IncFII RepA protein family	F
PF03927	NapD	NapD protein	D
PF03925	SeqA	SeqA protein C-terminal domain	D
PF03924	CHASE	CHASE domain	D
PF03923	Lipoprotein_16	Uncharacterized lipoprotein	F
PF03922	OmpW	OmpW family	F
PF03921	ICAM_N	Intercellular adhesion molecule (ICAM), N-terminal domain	D
PF03920	TLE_N	Groucho/TLE N-terminal Q-rich domain	F
PF17084	TDA11	Topoisomerase I damage affected protein 11	F
PF08703	PLC-beta_C	PLC-beta C terminal	D
PF03929	PepSY_TM	PepSY-associated TM region	F
PF03928	Haem_degrading	Haem-degrading	F
PF04299	FMN_bind_2	Putative FMN-binding domain	F
PF03211	Pectate_lyase	Pectate lyase	F
PF02300	Fumarate_red_C	Fumarate reductase subunit C	D
PF02030	Lipoprotein_8	Hypothetical lipoprotein (MG045 family)	F
PF02031	Peptidase_M7	Streptomyces extracellular neutral proteinase (M7) family	D
PF02036	SCP2	SCP-2 sterol transfer family	F
PF02037	SAP	SAP domain	F
PF02035	Coagulin	Coagulin	D
PF02038	ATP1G1_PLM_MAT8	ATP1G1/PLM/MAT8 family	F
PF02302	PTS_IIB	PTS system, Lactose/Cellobiose specific IIB subunit	D
PF16560	SAPI	Putative mobile pathogenicity island	F
PF02303	Phage_DNA_bind	Helix-destabilising protein	D
PF18057	DUF5594	Domain of unknown function (DUF5594)	D
PF02305	Phage_F	Capsid protein (F protein)	D
PF00882	Zn_dep_PLPC	Zinc dependent phospholipase C	D
PF11993	Ribosomal_S4Pg	Ribosomal S4P (gammaproteobacterial)	F
PF17795	Vault_3	Major Vault Protein Repeat domain	D
PF02306	Phage_G	Major spike protein (G protein)	D
PF15390	WDCP	WD repeat and coiled-coil-containing protein family	F
PF00429	TLV_coat	ENV polyprotein (coat polyprotein)	F
PF16517	Nore1-SARAH	Novel Ras effector 1 C-terminal SARAH (Sav/Rassf/Hpo) domain	D
PF02308	MgtC	MgtC family	F
PF13303	PTS_EIIC_2	Phosphotransferase system, EIIC	F
PF02309	AUX_IAA	AUX/IAA family	F
PF08421	Methyltransf_13	Putative zinc binding domain	D
PF07686	V-set	Immunoglobulin V-set domain	D
PF10648	Gmad2	Immunoglobulin-like domain of bacterial spore germination	D
PF10649	DUF2478	Protein of unknown function (DUF2478)	F
PF10646	Germane	Sporulation and spore germination	D
PF10647	Gmad1	Lipoprotein LpqB beta-propeller domain	D
PF13036	LpoB	Peptidoglycan-synthase activator LpoB	F
PF10645	Carb_bind	Carbohydrate binding	D
PF10642	Tom5	Mitochondrial import receptor subunit or translocase	F
PF10643	Cytochrome-c551	Photosystem P840 reaction-centre cytochrome c-551	F
PF10640	Pox_ATPase-GT	mRNA capping enzyme N-terminal, ATPase and guanylyltransferase	D
PF05385	Adeno_E4	Mastadenovirus early E4 13 kDa protein	F
PF05384	DegS	Sensor protein DegS	F
PF05387	Chorion_3	Chorion family 3	F
PF05386	TEP1_N	TEP1 N-terminal domain	D
PF05381	Peptidase_C21	Tymovirus endopeptidase	F
PF05380	Peptidase_A17	Pao retrotransposon peptidase	F
PF05383	La	La domain	D
PF05382	Amidase_5	Bacteriophage peptidoglycan hydrolase	F
PF12413	DLL_N	Homeobox protein distal-less-like N terminal	F
PF05389	MecA	Negative regulator of genetic competence (MecA)	F
PF05388	Carbpep_Y_N	Carboxypeptidase Y pro-peptide	F
PF04382	SAB	SAB domain	D
PF04383	KilA-N	KilA-N domain	D
PF04380	BMFP	Membrane fusogenic activity	F
PF04381	RdgC	Putative exonuclease, RdgC	F
PF08707	PriCT_2	Primase C terminal 2 (PriCT-2)	D
PF14368	LTP_2	Probable lipid transfer	F
PF04384	Fe-S_assembly	Iron-sulphur cluster assembly	F
PF04385	FAINT	Domain of unknown function, DUF529	F
PF04388	Hamartin	Hamartin protein	F
PF04389	Peptidase_M28	Peptidase family M28	F
PF09368	Sas10	Sas10 C-terminal domain	D
PF01472	PUA	PUA domain	F
PF15928	DUF4746	Domain of unknown function (DUF4746)	F
PF09380	FERM_C	FERM C-terminal PH-like domain	D
PF09383	NIL	NIL domain	D
PF09382	RQC	RQC domain	D
PF09385	HisK_N	Histidine kinase N terminal	D
PF09384	UTP15_C	UTP15 C terminal	F
PF09387	MRP	Mitochondrial RNA binding protein MRP	D
PF09438	DUF2017	Domain of unknown function (DUF2017)	D
PF09437	Pombe_5TM	Pombe specific 5TM protein	F
PF09436	DUF2016	Domain of unknown function (DUF2016)	D
PF09435	DUF2015	Fungal protein of unknown function (DUF2015)	F
PF15923	DUF4745	Domain of unknown function (DUF4745)	F
PF15924	ALG11_N	ALG11 mannosyltransferase N-terminus	F
PF18346	SH3_15	Mind bomb SH3 repeat domain	D
PF09431	DUF2013	Protein of unknown function (DUF2013)	F
PF15927	Casc1_N	Cancer susceptibility candidate 1 N-terminus	F
PF08704	GCD14	tRNA methyltransferase complex GCD14 subunit	F
PF00719	Pyrophosphatase	Inorganic pyrophosphatase	D
PF00718	Polyoma_coat	Polyomavirus coat protein	D
PF00869	Flavi_glycoprot	Flavivirus glycoprotein, central and dimerisation domains	D
PF00868	Transglut_N	Transglutaminase family	D
PF00715	IL2	Interleukin 2	D
PF00714	IFN-gamma	Interferon gamma	D
PF00865	Osteopontin	Osteopontin	F
PF00864	P2X_receptor	ATP P2X receptor	F
PF00711	Defensin_beta	Beta defensin	D
PF00710	Asparaginase	Asparaginase, N-terminal	D
PF00713	Hirudin	Hirudin	D
PF00712	DNA_pol3_beta	DNA polymerase III beta subunit, N-terminal domain	D
PF05561	DUF764	Borrelia burgdorferi protein of unknown function (DUF764)	F
PF05560	Bt_P21	Bacillus thuringiensis P21 molecular chaperone protein	F
PF05563	SpvD	Salmonella plasmid virulence protein SpvD	F
PF08529	NusA_N	NusA N-terminal domain	D
PF05565	Sipho_Gp157	Siphovirus Gp157	F
PF05564	Auxin_repressed	Dormancy/auxin associated protein	F
PF05567	Neisseria_PilC	Neisseria PilC beta-propeller domain	D
PF05566	Pox_vIL-18BP	Orthopoxvirus interleukin 18 binding protein	F
PF08522	DUF1735	Domain of unknown function (DUF1735)	D
PF05568	ASFV_J13L	African swine fever virus J13L protein	F
PF08520	DUF1748	Fungal protein of unknown function (DUF1748)	F
PF08521	2CSK_N	Two-component sensor kinase N-terminal	F
PF08526	PAD_N	Protein-arginine deiminase (PAD) N-terminal domain	D
PF16183	Kinesin_assoc	Kinesin-associated	F
PF08524	rRNA_processing	rRNA processing	D
PF08525	OapA_N	Opacity-associated protein A N-terminal motif	M
PF04168	Alpha-E	A predicted alpha-helical domain with a conserved ER motif.	F
PF01409	tRNA-synt_2d	tRNA synthetases class II core domain (F)	D
PF04166	PdxA	Pyridoxal phosphate biosynthetic protein PdxA	F
PF04167	DUF402	Protein of unknown function (DUF402)	F
PF01404	Ephrin_lbd	Ephrin receptor ligand binding domain	D
PF04165	DUF401	Protein of unknown function (DUF401)	F
PF04162	Gyro_capsid	Gyrovirus capsid protein (VP1)	F
PF01403	Sema	Sema domain	F
PF01400	Astacin	Astacin (Peptidase family M12A)	D
PF04161	Arv1	Arv1-like family	F
PF14378	PAP2_3	PAP2 superfamily	F
PF09659	Cas_Csm6	CRISPR-associated protein (Cas_Csm6)	F
PF09658	Cas_Csx9	CRISPR-associated protein (Cas_Csx9)	F
PF10259	Rogdi_lz	Rogdi leucine zipper containing protein	F
PF10258	RNA_GG_bind	PHAX RNA-binding domain	D
PF10255	Paf67	RNA polymerase I-associated factor PAF67	F
PF09652	Cas_VVA1548	Putative CRISPR-associated protein (Cas_VVA1548)	D
PF09651	Cas_APE2256	CRISPR-associated protein (Cas_APE2256)	F
PF10256	Erf4	Golgin subfamily A member 7/ERF4 family	D
PF09657	Cas_Csx8	CRISPR-associated protein Csx8 (Cas_Csx8)	F
PF17970	bMG1	Bacterial Alpha-2-macroglobulin MG1 domain	D
PF17973	bMG10	Bacterial Alpha-2-macroglobulin MG10 domain	D
PF17972	bMG5	Bacterial Alpha-2-macroglobulin MG5 domain	D
PF17522	DUF5446	Family of unknown function (DUF5446)	F
PF00464	SHMT	Serine hydroxymethyltransferase	D
PF17934	TetR_C_26	Tetracyclin repressor-like, C-terminal domain	D
PF14379	Myb_CC_LHEQLE	MYB-CC type transfactor, LHEQLE motif	F
PF07687	M20_dimer	Peptidase dimerisation domain	D
PF14036	YlaH	YlaH-like protein	F
PF15234	LAT	Linker for activation of T-cells	F
PF14706	Tnp_DNA_bind	Transposase DNA-binding	D
PF08501	Shikimate_dh_N	Shikimate dehydrogenase substrate binding domain	D
PF02567	PhzC-PhzF	Phenazine biosynthesis-like protein	F
PF15237	PTRF_SDPR	PTRF/SDPR family	F
PF10448	POC3_POC4	20S proteasome chaperone assembly proteins 3 and 4	F
PF15232	DUF4585	Domain of unknown function (DUF4585)	F
PF08388	GIIM	Group II intron, maturase-specific domain	F
PF08389	Xpo1	Exportin 1-like protein	F
PF08386	Abhydrolase_4	TAP-like protein	F
PF08387	FBD	FBD	F
PF08384	NPP	Pro-opiomelanocortin, N-terminal region	F
PF08385	DHC_N1	Dynein heavy chain, N-terminal region 1	F
PF08383	Maf_N	Maf N-terminal region	F
PF08381	BRX	Transcription factor regulating root and shoot growth via Pin3	D
PF13694	Hph	Sec63/Sec62 complex-interacting family	F
PF13695	zf-3CxxC	Zinc-binding domain	D
PF13696	zf-CCHC_2	Zinc knuckle	D
PF13690	CheX	Chemotaxis phosphatase CheX	D
PF13691	Lactamase_B_4	tRNase Z endonuclease	D
PF13692	Glyco_trans_1_4	Glycosyl transferases group 1	D
PF13693	HTH_35	Winged helix-turn-helix DNA-binding	D
PF16955	OFeT_1	Ferrous iron uptake permease, iron-lead transporter	F
PF13698	DUF4156	Domain of unknown function (DUF4156)	F
PF13699	DUF4157	Domain of unknown function (DUF4157)	D
PF18171	LSDAT_prok	SLOG in TRPM, prokaryote	F
PF13943	WPP	WPP domain	D
PF16322	Tub_N	Tubby N-terminal	F
PF01336	tRNA_anti-codon	OB-fold nucleic acid binding domain	D
PF07129	DUF1381	Protein of unknown function (DUF1381)	F
PF07128	DUF1380	Protein of unknown function (DUF1380)	F
PF07123	PsbW	Photosystem II reaction centre W protein (PsbW)	F
PF16956	Porin_7	Putative general bacterial porin	F
PF04294	VanW	VanW like protein	F
PF07120	DUF1376	Protein of unknown function (DUF1376)	F
PF07127	Nodulin_late	Late nodulin protein	F
PF11895	Peroxidase_ext	Fungal peroxidase extension region	F
PF07125	DUF1378	Protein of unknown function (DUF1378)	F
PF07124	Phytoreo_P8	Phytoreovirus outer capsid protein P8	F
PF06836	DUF1240	Protein of unknown function (DUF1240)	F
PF06837	Fijivirus_P9-2	Fijivirus P9-2 protein	F
PF16321	Ribosom_S30AE_C	Sigma 54 modulation/S30EA ribosomal protein C terminus	D
PF06835	LptC	Lipopolysaccharide-assembly, LptC-related	F
PF06832	BiPBP_C	Penicillin-Binding Protein C-terminus Family	F
PF11129	EIAV_Rev	Rev protein of equine infectious anaemia virus	F
PF06830	Root_cap	Root cap	F
PF06831	H2TH	Formamidopyrimidine-DNA glycosylase H2TH domain	D
PF11124	Pho86	Inorganic phosphate transporter Pho86	F
PF11125	DUF2830	Protein of unknown function (DUF2830)	F
PF14406	Bacteroid_pep	Ribosomally synthesized peptide in Bacteroidetes	F
PF11127	DUF2892	Protein of unknown function (DUF2892)	F
PF11120	CBP_BcsF	Cellulose biosynthesis protein BcsF	F
PF11121	DUF2639	Protein of unknown function (DUF2639)	F
PF14402	7TM_transglut	7 transmembrane helices usually fused to an inactive transglutaminase	F
PF11123	DNA_Packaging_2	DNA packaging protein	F
PF16185	MTABC_N	Mitochondrial ABC-transporter N-terminal five TM region	F
PF04295	GD_AH_C	D-galactarate dehydratase / Altronate hydrolase, C terminus	F
PF08505	MMR1	Mitochondrial Myo2 receptor-related protein	F
PF16320	Ribosomal_L12_N	Ribosomal protein L7/L12 dimerisation domain	D
PF15135	UPF0515	Uncharacterised protein UPF0515	F
PF08915	tRNA-Thr_ED	Archaea-specific editing domain of threonyl-tRNA synthetase	D
PF01539	HCV_env	Hepatitis C virus envelope glycoprotein E1	F
PF07684	NODP	NOTCH protein	F
PF05816	TelA	Toxic anion resistance protein (TelA)	F
PF10444	Nbl1_Borealin_N	Nbl1 / Borealin N terminal	F
PF08812	YtxC	YtxC-like family	F
PF01929	Ribosomal_L14e	Ribosomal protein L14	F
PF17160	DUF5124	Domain of unknown function (DUF5124)	F
PF08914	Myb_DNA-bind_2	Rap1 Myb domain	D
PF01536	SAM_decarbox	Adenosylmethionine decarboxylase	F
PF08813	Phage_tail_3	Phage tail tube protein, TTP	F
PF04297	UPF0122	Putative helix-turn-helix protein, YlxM / p13 like	F
PF01632	Ribosomal_L35p	Ribosomal protein L35	F
PF01537	Herpes_glycop_D	Herpesvirus glycoprotein D/GG/GX domain	D
PF16005	MOEP19	KH-like RNA-binding domain	D
PF17548	p6	Histone-like Protein p6	F
PF00391	PEP-utilizers	PEP-utilising enzyme, mobile domain	F
PF04866	Rota_NS6	Rotavirus non-structural protein 6	F
PF08912	Rho_Binding	Rho Binding	D
PF04298	Zn_peptidase_2	Putative neutral zinc metallopeptidase	F
PF18287	Hfx_Cass5	Integron Cassette Protein Hfx_Cass5	D
PF16953	PRORP	Protein-only RNase P	D
PF16316	DUF4956	Domain of unknown function (DUF4956)	F
PF16317	Glyco_hydro_99	Glycosyl hydrolase family 99	D
PF16314	DUF4954	Domain of unknown function (DUF4954)	F
PF16315	DUF4955	Domain of unknown function (DUF4955)	F
PF16312	Oberon_cc	Coiled-coil region of Oberon	F
PF16313	DUF4953	Met-zincin	F
PF16310	DUF4952	Domian of unknown function (DUF4952)	F
PF16311	TMEM100	Transmembrane protein 100	F
PF10114	PocR	Sensory domain found in PocR	D
PF17549	Phage_Gp17	Gene Product 17	F
PF00390	malic	Malic enzyme, N-terminal domain	D
PF16318	DUF4957	Domain of unknown function (DUF4957)	F
PF16319	DUF4958	Domain of unknown function (DUF4958)	F
PF17373	DUF5395	Family of unknown function (DUF5395)	F
PF17372	DUF5394	Family of unknown function (DUF5394)	F
PF10411	DsbC_N	Disulfide bond isomerase protein N-terminus	D
PF10410	DnaB_bind	DnaB-helicase binding domain of primase	D
PF10417	1-cysPrx_C	C-terminal domain of 1-Cys peroxiredoxin	D
PF17376	DUF5398	Family of unknown function (DUF5398)	F
PF17375	DUF5397	Family of unknown function (DUF5397)	F
PF10414	CysG_dimeriser	Sirohaem synthase dimerisation region	D
PF17379	DUF5400	Family of unknown function (DUF5400)	F
PF10418	DHODB_Fe-S_bind	Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B	D
PF05915	DUF872	Eukaryotic protein of unknown function (DUF872)	F
PF16431	DUF5028	Domain of unknown function (DUF5028)	F
PF01964	ThiC_Rad_SAM	Radical SAM ThiC family	D
PF15465	DUF4634	Domain of unknown function (DUF4634)	F
PF15464	DUF4633	Domain of unknown function (DUF4633)	F
PF15467	SGIII	Secretogranin-3	F
PF15466	DUF4635	Domain of unknown function (DUF4635)	F
PF15461	BCD	Beta-carotene 15,15'-dioxygenase	F
PF15460	SAS4	Something about silencing, SAS, complex subunit 4	F
PF15463	ECM11	Extracellular mutant protein 11	F
PF15462	Barttin	Bartter syndrome, infantile, with sensorineural deafness (Barttin)	F
PF10441	Urb2	Urb2/Npa2 family	F
PF15469	Sec5	Exocyst complex component Sec5	F
