	uniprot	length
5988	Q12112	1755
5989	Q12113	1770
5990	Q12114	671
5991	Q12115	100
5992	Q12116	473
5993	Q12117	320
5994	Q12118	346
5995	Q12119	530
5996	Q12121	372
5997	Q12122	440
5998	Q12123	353
5999	Q12124	431
6000	Q12125	312
6001	Q12127	133
6002	Q12128	409
6003	Q12129	218
6004	Q12130	139
6005	Q12132	391
6006	Q12133	184
6007	Q12134	243
6008	Q12135	159
6009	Q12136	610
6010	Q12138	136
6011	Q12139	1133
6012	Q12140	328
6013	Q12141	1755
6014	Q12142	997
6015	Q12143	216
6016	Q12144	273
6017	Q12145	317
6018	Q12146	194
6019	Q12147	103
6020	Q12148	100
6021	Q12149	733
6022	Q12150	2958
6023	Q12151	913
6024	Q12152	901
6025	Q12153	453
6026	Q12154	354
6027	Q12155	161
6028	Q12156	149
6029	Q12157	165
6030	Q12158	566
6031	Q12159	226
6032	Q12160	140
6033	Q12161	406
6034	Q12163	236
6035	Q12164	279
6036	Q12165	160
6037	Q12166	604
6038	Q12167	365
6039	Q12168	779
6040	Q12169	119
6041	Q12171	622
6042	Q12172	810
6043	Q12173	290
6044	Q12174	109
6045	Q12175	901
6046	Q12176	1025
6047	Q12177	298
6048	Q12178	158
6049	Q12179	454
6050	Q12180	1030
6051	Q12181	623
6052	Q12182	319
6053	Q12184	172
6054	Q12185	396
6055	Q12186	476
6056	Q12187	109
6057	Q12188	680
6058	Q12189	258
6059	Q12191	341
6060	Q12192	310
6061	Q12193	1756
6062	Q12194	479
6063	Q12195	79
6064	Q12196	484
6065	Q12198	575
6066	Q12199	356
6067	Q12200	1170
6068	Q12202	724
6069	Q12204	715
6070	Q12205	849
6071	Q12206	467
6072	Q12207	173
6073	Q12208	290
6074	Q12209	686
6075	Q12210	107
6076	Q12211	544
6077	Q12212	622
6078	Q12213	244
6079	Q12214	470
6080	Q12215	556
6081	Q12216	726
6082	Q12217	440
6083	Q12218	487
6084	Q12219	294
6085	Q12220	943
6086	Q12221	1075
6087	Q12222	375
6088	Q12223	238
6089	Q12224	676
6090	Q12225	109
6091	Q12226	474
6092	Q12229	455
6093	Q12230	341
6094	Q12232	587
6095	Q12233	115
6096	Q12234	484
6097	Q12235	531
6098	Q12236	1081
6099	Q12239	342
6100	Q12240	137
6101	Q12241	283
6102	Q12242	671
6103	Q12243	111
6104	Q12244	843
6105	Q12245	148
6106	Q12246	624
6107	Q12247	151
6108	Q12248	94
6109	Q12249	139
6110	Q12250	445
6111	Q12251	326
6112	Q12252	991
6113	Q12253	270
6114	Q12254	260
6115	Q12255	253
6116	Q12256	659
6117	Q12257	170
6118	Q12259	485
6119	Q12260	438
6120	Q12261	157
6121	Q12262	181
6122	Q12263	1142
6123	Q12264	106
6124	Q12265	496
6125	Q12266	440
6126	Q12267	1418
6127	Q12269	1755
6128	Q12270	262
6129	Q12271	1107
6130	Q12272	230
6131	Q12273	1755
6132	Q12274	175
6133	Q12275	1648
6134	Q12276	1246
6135	Q12277	265
6136	Q12280	1495
6137	Q12281	103
6138	Q12282	236
6139	Q12283	360
6140	Q12284	196
6141	Q12285	212
6142	Q12286	268
6143	Q12287	69
6144	Q12288	251
6145	Q12289	327
6146	Q12291	365
6147	Q12292	412
6148	Q12293	438
6149	Q12296	706
6150	Q12297	353
6151	Q12298	539
6152	Q12300	763
6153	Q12301	547
6154	Q12303	508
6155	Q12305	139
6156	Q12306	101
6157	Q12307	118
6158	Q12308	588
6159	Q12309	687
6160	Q12310	699
6161	Q12311	748
6162	Q12312	125
6163	Q12314	213
6164	Q12315	538
6165	Q12316	1755
6166	Q12317	492
6167	Q12318	242
6168	Q12320	285
6169	Q12321	566
6170	Q12322	202
6171	Q12324	675
6172	Q12325	893
6173	Q12326	303
6174	Q12327	114
6175	Q12328	207
6176	Q12329	375
6177	Q12330	94
6178	Q12331	272
6179	Q12333	620
6180	Q12334	223
6181	Q12335	198
6182	Q12336	168
6183	Q12337	1770
6184	Q12338	110
6185	Q12339	254
6186	Q12340	786
6187	Q12341	374
6188	Q12342	491
6189	Q12343	284
6190	Q12344	894
6191	Q12345	250
6192	Q12346	211
6193	Q12347	344
6194	Q12348	645
6195	Q12349	124
6196	Q12350	301
6197	Q12351	137
6198	Q12352	117
6199	Q12354	227
6200	Q12355	444
6201	Q12358	412
6202	Q12359	275
6203	Q12361	961
6204	Q12362	591
6205	Q12363	437
6206	Q12365	385
6207	Q12366	352
6208	Q12367	367
6209	Q12368	194
6210	Q12369	946
6211	Q12370	124
6212	Q12372	583
6213	Q12373	385
6214	Q12374	616
6215	Q12375	292
6216	Q12377	434
6217	Q12378	196
6218	Q12379	170
6219	Q12380	294
6220	Q12382	290
6221	Q12383	476
6222	Q12385	394
6223	Q12386	881
6224	Q12387	796
6225	Q12389	995
6226	Q12390	233
6227	Q12391	440
6228	Q12392	438
6229	Q12393	293
6230	Q12394	121
6231	Q12395	269
6232	Q12396	444
6233	Q12398	434
6234	Q12400	293
6235	Q12402	180
6236	Q12403	225
6237	Q12404	318
6238	Q12405	387
6239	Q12406	477
6240	Q12407	687
6241	Q12408	173
6242	Q12411	609
6243	Q12412	539
6244	Q12414	1755
6245	Q12415	435
6246	Q12416	295
6247	Q12417	451
6248	Q12418	502
6249	Q12420	587
6250	Q12421	196
6251	Q12424	762
6252	Q12425	185
6253	Q12426	110
6254	Q12427	513
6255	Q12428	516
6256	Q12429	685
6257	Q12431	108
6258	Q12432	401
6259	Q12433	566
6260	Q12434	202
6261	Q12436	422
6262	Q12438	231
6263	Q12439	438
6264	Q12440	853
6265	Q12441	440
6266	Q12442	317
6267	Q12443	393
6268	Q12444	126
6269	Q12445	299
6270	Q12446	633
6271	Q12447	191
6272	Q12448	114
6273	Q12449	350
6274	Q12450	207
6275	Q12451	1283
6276	Q12452	347
6277	Q12453	761
6278	Q12454	224
6279	Q12455	300
6280	Q12457	570
6281	Q12458	312
6282	Q12459	698
6283	Q12460	504
6284	Q12461	358
6285	Q12462	236
6286	Q12463	433
6287	Q12464	471
6288	Q12465	1220
6289	Q12466	1186
6290	Q12467	430
6291	Q12468	440
6292	Q12469	655
6293	Q12470	440
6294	Q12471	397
6295	Q12472	1770
6296	Q12473	712
6297	Q12476	344
6298	Q12477	304
6299	Q12479	156
6300	Q12480	344
6301	Q12481	300
6302	Q12482	902
6303	Q12483	233
6304	Q12484	108
6305	Q12485	440
6306	Q12486	218
6307	Q12487	163
6308	Q12488	208
6309	Q12489	107
6310	Q12490	1755
6311	Q12491	1770
6312	Q12492	139
6313	Q12493	238
6314	Q12494	1050
6315	Q12495	606
6316	Q12496	1037
6317	Q12497	93
6318	Q12498	284
6319	Q12499	511
6320	Q12500	764
6321	Q12501	1770
6322	Q12502	818
6323	Q12504	494
6324	Q12505	502
6325	Q12506	109
6326	Q12507	346
6327	Q12508	421
6328	Q12509	438
6329	Q12510	522
6330	Q12511	572
6331	Q12512	249
6332	Q12513	150
6333	Q12514	560
6334	Q12515	295
6335	Q12516	437
6336	Q12517	231
6337	Q12518	454
6338	Q12520	339
6339	Q12522	245
6340	Q12523	523
6341	Q12524	340
6342	Q12525	324
6343	Q12527	1178
6344	Q12528	110
6345	Q12529	373
6346	Q12530	201
6347	Q12531	247
6348	Q12532	1038
6349	Q12672	160
6350	Q12674	1656
6351	Q12675	1612
6352	Q12676	427
6353	Q12680	2145
6354	Q12690	199
6355	Q12691	1091
6356	Q12692	134
6357	Q12697	1472
6358	Q12734	1121
6359	Q12743	341
6360	Q12744	133
6361	Q12745	709
6362	Q12746	312
6363	Q12748	733
6364	Q12749	1114
6365	Q12751	981
6366	Q12753	694
6367	Q12754	1228
6368	Q2V2P0	78
6369	Q2V2P1	62
6370	Q2V2P2	73
6371	Q2V2P3	75
6372	Q2V2P4	73
6373	Q2V2P5	75
6374	Q2V2P6	80
6375	Q2V2P7	80
6376	Q2V2P8	89
6377	Q2V2P9	66
6378	Q2V2Q0	85
6379	Q2V2Q1	113
6380	Q2V2Q2	79
6381	Q2V2Q3	67
6382	Q35811	46
6383	Q3E6R4	66
6384	Q3E6R5	114
6385	Q3E705	233
6386	Q3E731	98
6387	Q3E732	38
6388	Q3E735	80
6389	Q3E736	78
6390	Q3E737	44
6391	Q3E739	70
6392	Q3E740	77
6393	Q3E741	30
6394	Q3E742	68
6395	Q3E743	109
6396	Q3E744	92
6397	Q3E746	53
6398	Q3E747	85
6399	Q3E750	60
6400	Q3E751	87
6401	Q3E752	67
6402	Q3E754	87
6403	Q3E755	54
6404	Q3E756	94
6405	Q3E757	174
6406	Q3E758	44
6407	Q3E760	96
6408	Q3E762	66
6409	Q3E763	66
6410	Q3E764	64
6411	Q3E765	70
6412	Q3E766	64
6413	Q3E767	46
6414	Q3E769	90
6415	Q3E770	120
6416	Q3E771	56
6417	Q3E772	92
6418	Q3E774	43
6419	Q3E775	16
6420	Q3E776	120
6421	Q3E778	34
6422	Q3E781	34
6423	Q3E782	47
6424	Q3E784	85
6425	Q3E785	79
6426	Q3E786	66
6427	Q3E787	52
6428	Q3E789	49
6429	Q3E790	80
6430	Q3E791	96
6431	Q3E792	108
6432	Q3E793	110
6433	Q3E794	53
6434	Q3E795	98
6435	Q3E796	67
6436	Q3E798	87
6437	Q3E7A0	39
6438	Q3E7A2	54
6439	Q3E7A3	74
6440	Q3E7A4	109
6441	Q3E7A5	60
6442	Q3E7A6	36
6443	Q3E7A7	99
6444	Q3E7A8	72
6445	Q3E7A9	73
6446	Q3E7B0	37
6447	Q3E7B2	85
6448	Q3E7B3	70
6449	Q3E7B4	63
6450	Q3E7B5	62
6451	Q3E7B6	73
6452	Q3E7B7	68
6453	Q3E7B9	74
6454	Q3E7C1	72
6455	Q3E7X8	1277
6456	Q3E7X9	67
6457	Q3E7Y3	130
6458	Q3E7Y4	105
6459	Q3E7Y5	667
6460	Q3E7Y6	73
6461	Q3E7Y7	49
6462	Q3E7Y8	44
6463	Q3E7Y9	61
6464	Q3E7Z0	62
6465	Q3E7Z1	64
6466	Q3E7Z2	85
6467	Q3E7Z3	45
6468	Q3E7Z4	54
6469	Q3E7Z5	69
6470	Q3E7Z6	27
6471	Q3E7Z7	40
6472	Q3E7Z8	88
6473	Q3E7Z9	31
6474	Q3E801	27
6475	Q3E802	36
6476	Q3E804	55
6477	Q3E805	51
6478	Q3E806	69
6479	Q3E807	68
6480	Q3E808	48
6481	Q3E809	52
6482	Q3E810	57
6483	Q3E811	62
6484	Q3E813	49
6485	Q3E814	58
6486	Q3E815	49
6487	Q3E816	71
6488	Q3E817	63
6489	Q3E818	50
6490	Q3E819	63
6491	Q3E820	49
6492	Q3E821	79
6493	Q3E823	68
6494	Q3E824	90
6495	Q3E825	87
6496	Q3E826	78
6497	Q3E827	93
6498	Q3E828	52
6499	Q3E829	80
6500	Q3E830	75
6501	Q3E832	53
6502	Q3E833	88
6503	Q3E834	85
6504	Q3E835	90
6505	Q3E837	39
6506	Q3E838	28
6507	Q3E840	82
6508	Q3E841	98
6509	Q3E842	84
6510	Q3E843	45
6511	Q3E846	104
6512	Q45U18	67
6513	Q45U48	73
6514	Q6B0R2	128
6515	Q6B0R7	102
6516	Q6B0V7	65
6517	Q6B0V8	119
6518	Q6B0W0	111
6519	Q6B0W2	109
6520	Q6B0X1	177
6521	Q6B0X2	106
6522	Q6B0Y1	158
6523	Q6B0Y5	42
6524	Q6B0Y6	121
6525	Q6B0Y7	121
6526	Q6B0Y8	125
6527	Q6B0Z2	105
6528	Q6B108	100
6529	Q6B113	34
6530	Q6B2I9	109
6531	Q6B2U8	126
6532	Q6Q546	73
6533	Q6Q547	58
6534	Q6Q560	94
6535	Q6Q571	112
6536	Q6Q572	108
6537	Q6Q595	175
6538	Q6Q5F3	151
6539	Q6Q5H1	440
6540	Q6Q5K6	68
6541	Q6Q5P6	413
6542	Q6Q5X2	51
6543	Q6WNK7	96
6544	Q7LHD1	136
6545	Q7LHG5	1498
6546	Q7LIF1	101
6547	Q7LIF2	110
6548	Q7M4S9	792
6549	Q86ZR7	236
6550	Q870I1	96
6551	Q8J0M4	134
6552	Q8TGJ0	55
6553	Q8TGJ1	51
6554	Q8TGJ2	30
6555	Q8TGJ3	72
6556	Q8TGJ4	38
6557	Q8TGJ7	56
6558	Q8TGJ8	73
6559	Q8TGK0	99
6560	Q8TGK1	99
6561	Q8TGK4	73
6562	Q8TGK5	160
6563	Q8TGK6	75
6564	Q8TGK7	84
6565	Q8TGK8	94
6566	Q8TGK9	57
6567	Q8TGL0	81
6568	Q8TGL1	26
6569	Q8TGL2	66
6570	Q8TGL3	69
6571	Q8TGL4	86
6572	Q8TGL5	26
6573	Q8TGL6	69
6574	Q8TGL7	32
6575	Q8TGL8	51
6576	Q8TGL9	27
6577	Q8TGM0	37
6578	Q8TGM1	34
6579	Q8TGM2	46
6580	Q8TGM3	30
6581	Q8TGM4	44
6582	Q8TGM5	67
6583	Q8TGM6	124
6584	Q8TGM7	61
6585	Q8TGM8	30
6586	Q8TGM9	89
6587	Q8TGN0	38
6588	Q8TGN1	49
6589	Q8TGN2	85
6590	Q8TGN3	28
6591	Q8TGN4	89
6592	Q8TGN5	46
6593	Q8TGN6	216
6594	Q8TGN7	72
6595	Q8TGN8	31
6596	Q8TGN9	163
6597	Q8TGP0	49
6598	Q8TGP1	76
6599	Q8TGP2	70
6600	Q8TGP3	30
6601	Q8TGP4	53
6602	Q8TGP5	62
6603	Q8TGP6	47
6604	Q8TGP7	34
6605	Q8TGP8	144
6606	Q8TGP9	58
6607	Q8TGQ0	78
6608	Q8TGQ1	68
6609	Q8TGQ2	116
6610	Q8TGQ3	39
6611	Q8TGQ4	31
6612	Q8TGQ5	29
6613	Q8TGQ6	49
6614	Q8TGQ7	33
6615	Q8TGQ8	70
6616	Q8TGQ9	29
6617	Q8TGR0	75
6618	Q8TGR1	33
6619	Q8TGR2	95
6620	Q8TGR3	71
6621	Q8TGR4	48
6622	Q8TGR5	104
6623	Q8TGR6	39
6624	Q8TGR7	38
6625	Q8TGR8	324
6626	Q8TGR9	32
6627	Q8TGS0	48
6628	Q8TGS1	66
6629	Q8TGS2	50
6630	Q8TGS4	35
6631	Q8TGS5	35
6632	Q8TGS6	29
6633	Q8TGS7	28
6634	Q8TGS8	64
6635	Q8TGS9	76
6636	Q8TGT0	57
6637	Q8TGT1	49
6638	Q8TGT2	49
6639	Q8TGT3	32
6640	Q8TGT4	77
6641	Q8TGT5	39
6642	Q8TGT6	29
6643	Q8TGT7	37
6644	Q8TGT8	28
6645	Q8TGT9	53
6646	Q8TGU0	28
6647	Q8TGU1	46
6648	Q8TGU2	87
6649	Q8TGU3	33
6650	Q8TGU4	54
6651	Q8TGU5	39
6652	Q8TGU6	64
6653	Q8TGU7	68
6654	Q8TGU8	32
6655	Q8TGV0	26
6656	Q92316	86
6657	Q92317	146
6658	Q92325	660
6659	Q92328	271
6660	Q92331	675
6661	Q92392	440
6662	Q92393	1755
6663	Q96VG5	65
6664	Q96VG6	88
6665	Q96VG8	41
6666	Q96VH1	84
6667	Q96VH2	84
6668	Q96VH3	125
6669	Q96VH4	193
6670	Q96VH5	97
6671	Q99176	213
6672	Q99177	341
6673	Q99181	213
6674	Q99186	491
6675	Q99188	309
6676	Q99189	972
6677	Q99190	310
6678	Q99207	810
6679	Q99208	1374
6680	Q99210	232
6681	Q99216	274
6682	Q99219	290
6683	Q99220	542
6684	Q99222	893
6685	Q99231	1755
6686	Q99234	619
6687	Q99247	1116
6688	Q99248	730
6689	Q99252	613
6690	Q99257	599
6691	Q99258	208
6692	Q99260	215
6693	Q99271	985
6694	Q99278	115
6695	Q99287	776
6696	Q99288	334
6697	Q99296	730
6698	Q99297	307
6699	Q99299	758
6700	Q99303	438
6701	Q99312	450
6702	Q99314	248
6703	Q99315	1547
6704	Q99316	277
6705	Q99318	101
6706	Q99321	188
6707	Q99325	256
6708	Q99326	363
6709	Q99332	602
6710	Q99337	1749
6711	Q99339	116
6712	Q99341	161
6713	Q99344	299
6714	Q99345	113
6715	Q99359	647
6716	Q99369	266
6717	Q99373	253
6718	Q99380	36
6719	Q99382	181
6720	Q99383	534
6721	Q99385	411
6722	Q99393	312
6723	Q99394	268
6724	Q99395	206
6725	Q99401	129
6726	Q9P305	131
6727	Q9URQ3	322
6728	Q9URQ5	78
6729	Q9ZZV8	51
6730	Q9ZZW1	134
6731	Q9ZZW2	109
6732	Q9ZZW3	50
6733	Q9ZZW4	58
6734	Q9ZZW7	517
6735	Q9ZZX0	354
6736	Q9ZZX1	630
6737	Q9ZZX7	96
6738	Q9ZZX8	53
6739	Q9ZZX9	128
